CANONICAL_ID,CANONICAL_NAME,TYPE,CATEGORY,UOM,BRAND,MODEL,SPECIFICATION,IS_FOOD,IS_MEAT,IS_SERVICE,COMPANY_SCOPE,CURRENT_ODOO_PRODUCT_ID,CURRENT_ODOO_NAME,CURRENT_LIST_PRICE,HISTORICAL_OCCURRENCES,HISTORICAL_MIN_PRICE,HISTORICAL_MAX_PRICE,FINAL_LIST_PRICE,MATCH_TYPE,SOURCE_FILES_COUNT,SOURCE_SHEETS_COUNT,ACTION,REVIEW_REASON,PRICE_RULE,MAX_PRICE_SOURCE_FILE,MAX_PRICE_SOURCE_SHEET,MAX_PRICE_SOURCE_ROW,MAX_PRICE_DOCUMENT_TYPE,MAX_PRICE_DESCRIPTION,MAX_PRICE_QTY,MAX_PRICE_UNIT_EXCL,MAX_PRICE_CURRENCY,IDENTITY_KEY,SOURCE_FILES
AG-0020,Construccion De Rampa Y Platea P/parqueos En Hormigon Asfaltico E:0.07,consu,Construcción,Units,,,,False,False,False,SHARED,,,,4,,,,NEW_PRODUCT,2,2,MANUAL_REVIEW,MISSING_VALID_PRICE,NO_PRICE,,,,,,,,,construccion|rampa|platea|p/parqueos|hormigon|asfaltico|e|0.07,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx
AG-0021,Hormigon Asfaltico,consu,Construcción,m³,,,,False,False,False,SHARED,,,,4,12000.0,12000.0,12000.0,NEW_PRODUCT,2,2,CREATE_SHARED_PRODUCT,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion2,22,QUOTATION,Hormigon Asfaltico,29.0,12000.0,DOP,hormigon|asfaltico,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx
AG-0022,"Construccion Conten, Acera Y Platea",consu,Ferretería,Units,,,,False,False,False,SHARED,,,,4,,,,NEW_PRODUCT,2,2,MANUAL_REVIEW,MISSING_VALID_PRICE,NO_PRICE,,,,,,,,,construccion|conten|acera|platea,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx
AG-0023,Acera En Hormigon 210 Kg/cm2- E=0.10m (violinada),consu,Construcción,m³,,,presentation=210 kg,False,False,False,SHARED,,,,4,10300.0,10300.0,10300.0,NEW_PRODUCT,2,2,CREATE_SHARED_PRODUCT,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion2,24,QUOTATION,Acera en Hormigon 210 kg/cm2- e=0.10m   (Violinada),1.0,10300.0,DOP,acera|hormigon|210|kg/cm2-|e|0.10m|violinada|210 kg,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx
AG-0024,Platea En Hormigon 210 Kg/cm2-h:0.10 Con Malla Electrosold. D2.3 20x20,consu,Construcción,m³,,,presentation=210 kg,False,False,False,SHARED,,,,4,10000.0,10000.0,10000.0,NEW_PRODUCT,2,2,CREATE_SHARED_PRODUCT,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion2,26,QUOTATION,Platea en Hormigon 210 kg/cm2-h:0.10  con malla electrosold. D2.3 20x20,2.0,10000.0,DOP,platea|hormigon|210|kg/cm2-h|0.10|malla|electrosold.|d2.3|210 kg,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx
AG-0025,Construccion Pandereta P/division En Sheetrock,consu,Ferretería,Units,,,,False,False,False,SHARED,,,,6,,,,NEW_PRODUCT,3,4,MANUAL_REVIEW,MISSING_VALID_PRICE,NO_PRICE,,,,,,,,,construccion|pandereta|p/division|sheetrock,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx | COTIZACIONES_b089.xlsx
AG-0026,Pandereta En Sheetrock,consu,Ferretería,Units,,,,False,False,False,SHARED,,,,4,55000.0,55000.0,55000.0,NEW_PRODUCT,2,2,CREATE_SHARED_PRODUCT,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion2,28,QUOTATION,Pandereta en Sheetrock,1.0,55000.0,DOP,pandereta|sheetrock,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx
AG-0027,Desintacion De Compresor De 5 Ton,consu,Ferretería,Units,,,,False,False,False,SHARED,,,,4,5000.0,5000.0,5000.0,NEW_PRODUCT,2,2,CREATE_SHARED_PRODUCT,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion3,19,QUOTATION,Desintacion de compresor de 5 ton,1.0,5000.0,DOP,desintacion|compresor|5|ton,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx
AG-0028,Sistema De Cuarto Frio Y Congelador,consu,Ferretería,Units,,,,False,False,False,SHARED,,,,4,,,,NEW_PRODUCT,2,2,MANUAL_REVIEW,MISSING_VALID_PRICE,NO_PRICE,,,,,,,,,sistema|cuarto|frio|congelador,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx
AG-0029,Intalacion De Resistencias De Descongelamiento De Evaporador De Cuarto Congelador,consu,Ferretería,Units,,,,False,False,False,SHARED,,,,4,6300.0,6300.0,6300.0,NEW_PRODUCT,2,2,CREATE_SHARED_PRODUCT,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion3,32,QUOTATION,Intalacion de resistencias de descongelamiento de evaporador de cuarto congelador,2.0,6300.0,DOP,intalacion|resistencias|descongelamiento|evaporador|cuarto|congelador,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx
AG-0030,Suministro De Refigerante R-404,consu,Ferretería,Units,,R-404,model=R-404,False,False,False,SHARED,,,,8,22000.0,22000.0,22000.0,NEW_PRODUCT,2,2,CREATE_SHARED_PRODUCT,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion3,35,QUOTATION,Suministro de Refigerante R-404,2.0,22000.0,DOP,suministro|refigerante|r-404|R-404,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx
AG-0031,A/C,consu,Ferretería,Units,,,,False,False,False,SHARED,,,,8,,,,NEW_PRODUCT,2,2,MANUAL_REVIEW,MISSING_VALID_PRICE,NO_PRICE,,,,,,,,,a/c,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx
AG-0032,Mantenimiento/hidrolavado,consu,Ferretería,Units,,,,False,False,False,SHARED,,,,4,,,,NEW_PRODUCT,2,2,MANUAL_REVIEW,MISSING_VALID_PRICE,NO_PRICE,,,,,,,,,mantenimiento/hidrolavado,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx
AG-0033,A/C Split 12 Btu,consu,Ferretería,Units,,,,False,False,False,SHARED,,,,4,3500.0,3500.0,3500.0,NEW_PRODUCT,2,2,CREATE_SHARED_PRODUCT,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion3,42,QUOTATION,A/C split 12 btu,1.0,3500.0,DOP,a/c|split|12|btu,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx
AG-0034,A/C Split 24 Btu,consu,Ferretería,Units,,,,False,False,False,SHARED,,,,8,5000.0,6000.0,6000.0,NEW_PRODUCT,2,2,CREATE_SHARED_PRODUCT,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion3,43,QUOTATION,A/C split 24 btu,2.0,6000.0,DOP,a/c|split|24|btu,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx
AG-0035,Manejadora De 5ton,consu,Ferretería,Units,,,,False,False,False,SHARED,,,,4,9500.0,9500.0,9500.0,NEW_PRODUCT,2,2,CREATE_SHARED_PRODUCT,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion3,44,QUOTATION,Manejadora de 5ton,1.0,9500.0,DOP,manejadora|5ton,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx
AG-0036,Reparacion/instalacion/vacio-suministro,consu,Ferretería,Units,,,,False,False,False,SHARED,,,,4,,,,NEW_PRODUCT,2,2,MANUAL_REVIEW,MISSING_VALID_PRICE,NO_PRICE,,,,,,,,,reparacion/instalacion/vacio-suministro,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx
AG-0037,A/C Tipo Paquete De 10 Ton,consu,Ferretería,Units,,,,False,False,False,SHARED,,,,4,7500.0,7500.0,7500.0,NEW_PRODUCT,2,2,CREATE_SHARED_PRODUCT,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion3,50,QUOTATION,A/C tipo paquete de 10 Ton,1.0,7500.0,DOP,a/c|tipo|paquete|10|ton,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx
AG-0038,Suministro De Refigerante R-22,consu,Ferretería,Units,,,,False,False,False,SHARED,,,,4,20000.0,20000.0,20000.0,NEW_PRODUCT,2,2,CREATE_SHARED_PRODUCT,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion3,56,QUOTATION,Suministro de Refigerante R-22,1.0,20000.0,DOP,suministro|refigerante|r-22,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx
AG-0039,A/C PISO TECHO,consu,Ferretería,Units,,,,False,False,False,SHARED,,,,2,,,,NEW_PRODUCT,2,1,MANUAL_REVIEW,MISSING_VALID_PRICE,NO_PRICE,,,,,,,,,a/c|piso|techo,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx
AG-0040,"Consola PISO TECHO Inverte 60,000 BTU",consu,Ferretería,Units,,,,False,False,False,SHARED,,,,2,85700.0,85700.0,85700.0,NEW_PRODUCT,2,1,CREATE_SHARED_PRODUCT,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion4 ,16,QUOTATION,"CONSOLA PISO TECHO INVERTE 60,000 BTU",2.0,85700.0,DOP,consola|piso|techo|inverte|60|000|btu,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx
AG-0041,"Condensador Inverter 60,000 BTU 220/1/60",consu,Ferretería,Units,,,caliber=220/1,False,False,False,SHARED,,,,2,265000.0,265000.0,265000.0,NEW_PRODUCT,2,1,CREATE_SHARED_PRODUCT,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion4 ,17,QUOTATION,"CONDENSADOR INVERTER 60,000 BTU 220/1/60",2.0,265000.0,DOP,condensador|inverter|60|000|btu|220/1/60|220/1,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx
AG-0042,A/C SPLIT,consu,Ferretería,Units,,,,False,False,False,SHARED,,,,6,,,,NEW_PRODUCT,2,3,MANUAL_REVIEW,MISSING_VALID_PRICE,NO_PRICE,,,,,,,,,a/c|split,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx
