RAW,NORMALIZED,IDENTITY,BRAND,IS_SERVICE,IS_FOOD,IS_MEAT
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
"ACONDICIONADOR DE AIRE A/C INVERTE DE 12MIL  BTU, EFICIENCIA 16",acondicionador de aire a/c inverte de 12mil btu eficiencia 16,acondicionador|aire|a/c|inverte|12mil|btu|eficiencia|16,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
REETRUCTURACION PASAMANOS DE ACERO INOXIDABLE EN RAMPAS Y ESCALONES,reetructuracion pasamanos de acero inoxidable en rampas y escalones,reetructuracion|pasamanos|acero|inoxidable|rampas|escalones,,False,False,False
INSTALACION  BRAZO DE ACERO INOXIDABLE EN BANO,instalacion brazo de acero inoxidable en bano,instalacion|brazo|acero|inoxidable|bano,,True,False,False
CAMBIO DE MARCO PARA PUERTA COMERCIAL 2.10MX1M CON  JUEGO DE PIBOTE,cambio de marco para puerta comercial 2.10mx1m con juego de pibote,cambio|marco|para|puerta|comercial|2.10mx1m|juego|pibote,,True,False,False
DEMOLICION Y CONSTRUCCION DE PANDERETAS DE SHEETROCK EN DIVICION DE BANO,demolicion y construccion de panderetas de sheetrock en divicion de bano,demolicion|construccion|panderetas|sheetrock|divicion|bano,,True,False,False
TRANSPORTE,transporte,transporte,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
"Hilo redondo htr5 3,3 x 237 mts/mp/podar truper",hilo redondo htr5 3 3 x 237 mts/mp/podar truper,hilo|redondo|htr5|3|3|x|237|mts/mp/podar|HTR5,Truper,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
HILO PARA CORTADORA DE GRAMA  3.3MM X 237M        htr5/podar truper,hilo para cortadora de grama 3.3mm x 237m htr5/podar truper,hilo|para|cortadora|grama|3.3|mm|x|237m|HTR5,Truper,False,False,False
Credito a 60 dias,credito a 60 dias,credito|a|60|dias,,False,False,False
Entrega inmediata una vez sea enviada la orden de compras,entrega inmediata una vez sea enviada la orden de compras,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
ESTRUCTURA METALICA CON PERFIL GALVAN,estructura metalica con perfil galvan,estructura|metalica|perfil|galvan,,False,False,False
TECHADO EN ALUZINC TEJA CAL 26-1m UTIL,techado en aluzinc teja cal 26-1m util,techado|aluzinc|teja|cal|26-1m|util,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
BLOCK DE 8 BISONO,block de 8 bisono,block|8|bisono,,False,False,False
BLOCK DE 6 BISONO,block de 6 bisono,block|6|bisono,,False,False,False
FUNDA DE CEMENTO GRIS TITAN 94 LB,funda de cemento gris titan 94 lb,funda|cemento|gris|titan|94|lb|94 lb,,False,False,False
ARENA TRITURADA AZUL LAVADA,arena triturada azul lavada,arena|triturada|azul|lavada,,False,False,False
GRAVA 3/4 A 1/2,grava 3/4 a 1/2,grava|3/4|a|1/2|3/4,,False,False,False
ARENA ITABO,arena itabo,arena|itabo,,False,False,False
Credito a 60 dias,credito a 60 dias,credito|a|60|dias,,False,False,False
Entrega inmediata una vez sea enviada la orden de compras,entrega inmediata una vez sea enviada la orden de compras,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
"PAPEL HIGIENICO NATURA BLANCO PARA BAÑO JUMBO 700 FTS, FARDOS DE 12/1 (1 ESPLIEGO SIN AROMA) PARA DISPENSADOR",papel higienico natura blanco para bano jumbo 700 fts fardos de 12/1 1 espliego sin aroma para dispensador,papel|higienico|natura|blanco|para|bano|jumbo|700|12/1,,False,False,False
"PAPEL TOALLA SLIM ROLL 6/580""1, SCOOT","papel toalla slim roll 6/580""1 scoot","papel|toalla|slim|roll|6/580""1|scoot|6/580|580""",,False,False,False
SERVILLETAS DE MESA 500/1 VELVET PLUS,servilletas de mesa 500/1 velvet plus,servilletas|mesa|500/1|velvet|plus|500/1,,False,False,False
Credito a 120 dias,credito a 120 dias,credito|a|120|dias,,False,False,False
Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
PORCELANATO 60X60 LISO COLOR CREMA ANTI MANCHA,porcelanato 60x60 liso color crema anti mancha,porcelanato|60x60|liso|color|crema|anti|mancha,,False,False,False
Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
ARCHIVO ARCORDEON 9x12 PENDAFLEX,archivo arcordeon 9x12 pendaflex,archivo|arcordeon|9x12|pendaflex,,False,False,False
CINTA EPSON FX- 890,cinta epson fx- 890,cinta|epson|fx-|890,Epson,False,False,False
BANDAS DE GOMA ARTESCO #32,bandas de goma artesco 32,bandas|goma|artesco|32,,False,False,False
CAJA DE GRAPA ESTANDAR,caja de grapa estandar,caja|grapa|estandar,,False,False,False
POST-IT AMARILLOS 12/1,post-it amarillos 12/1,post-it|amarillos|12/1|12/1,,False,False,False
POST-IT DE COLORES 12/1,post-it de colores 12/1,post-it|colores|12/1|12/1,,False,False,False
AMBIENTADOR EN AEROSOL GLADE PARAISO AZUL,ambientador en aerosol glade paraiso azul,ambientador|aerosol|glade|paraiso|azul,,False,False,False
AMBIENTADOR  EN AEROSOL GLADE LAVANDA LAVANDA Y VAINILLA,ambientador en aerosol glade lavanda lavanda y vainilla,ambientador|aerosol|glade|lavanda|lavanda|vainilla,,False,False,False
AMBIENTADOR EN AEROSOL GLADE MANZANA Y CANELA,ambientador en aerosol glade manzana y canela,ambientador|aerosol|glade|manzana|canela,,False,False,False
LIBRETA RAYADA AMARILLA 50 HOJAS ARTESCO  8½x 11 plg,libreta rayada amarilla 50 hojas artesco 81 2x 11 plg,libreta|rayada|amarilla|50|hojas|artesco|81|2x,LG,False,False,False
LIBRETA RAYADA AMARILLA 50 HOJAS ARTESCO 5x8 plg,libreta rayada amarilla 50 hojas artesco 5x8 plg,libreta|rayada|amarilla|50|hojas|artesco|5x8|plg,LG,False,False,False
"RESMA DE PAPEL ABBY TAMAÑO CARTA CALIBRE 20, 8 1/2 * 11",resma de papel abby tamano carta calibre 20 8 1/2 11,resma|papel|abby|tamano|carta|calibre|20|8|1/2,,False,False,False
Credito a 120 dias,credito a 120 dias,credito|a|120|dias,,False,False,False
Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
CONTENEDOR DE BASURA DELTA  200 LT,contenedor de basura delta 200 lt,contenedor|basura|delta|200|lt,,False,False,False
Credito a 120 dias,credito a 120 dias,credito|a|120|dias,,False,False,False
Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
ENCHUFE LEVITON 120 VAMARILLO 515PV,enchufe leviton 120 vamarillo 515pv,enchufe|leviton|120|vamarillo|515pv,,False,False,False
TAPE NEGRO DE GOMA ELECTRICO  SCOTCH  3M,tape negro de goma electrico scotch 3m,tape|negro|goma|electrico|scotch|3m,,False,False,False
FOTO CELDA  FISHER,foto celda fisher,foto|celda|fisher,,False,False,False
BASE P/ FOTO CELDA VOLTECK,base p/ foto celda volteck,base|p/|foto|celda|volteck,,False,False,False
BASE P/ FOTO CELDA,base p/ foto celda,base|p/|foto|celda,,False,False,False
ALAMBRE GOMA 8/3,alambre goma 8/3,alambre|goma|8/3|8/3,,False,False,False
ALAMBRE GOMA 10/3,alambre goma 10/3,alambre|goma|10/3|10/3,,False,False,False
ALAMBRE ELECTRICO #12 STD NEGRO,alambre electrico 12 std negro,alambre|electrico|12|std|negro,,False,False,False
ALAMBRE GOMA 14/2,alambre goma 14/2,alambre|goma|14/2|14/2,,False,False,False
CAJA DE BREAKER GE 6 A 12,caja de breaker ge 6 a 12,caja|breaker|ge|6|a|12,,False,False,False
BREAKER GE 1P 30A GRUESO,breaker ge 1p 30a grueso,breaker|ge|1p|30a|grueso,,False,False,False
TUBO EMT 3/4,tubo emt 3/4,tubo|emt|3/4|3/4,,False,False,False
COUPLINT EMT 3/4,couplint emt 3/4,couplint|emt|3/4|3/4,,False,False,False
CONECTORE EMT 3/4,conectore emt 3/4,conectore|emt|3/4|3/4,,False,False,False
BARRA UNITRON DE 3/4,barra unitron de 3/4,barra|unitron|3/4|3/4,,False,False,False
TORNILLO HEXAGONAL 11/2,tornillo hexagonal 11/2,tornillo|hexagonal|11/2|11/2,,False,False,False
TARUGO DE PLOMO 5/6 X 11/2,tarugo de plomo 5/6 x 11/2,tarugo|plomo|5/6|x|11/2|5/6,,False,False,False
CONTACTORES DE 30 AMP,contactores de 30 amp,contactores|30|amp,,False,False,False
CONTACTORES DE 32 AMP,contactores de 32 amp,contactores|32|amp,,False,False,False
TAPA WATERPROOF DOBLE 110 V LEVITON,tapa waterproof doble 110 v leviton,tapa|waterproof|doble|110|v|leviton,,False,False,False
PIE DE ALAMBRE STR No.10 AWG THHN,pie de alambre str no.10 awg thhn,pie|alambre|str|no.10|awg|thhn,,False,False,False
PIE DE ALAMBRE STR No.12 AWG THHN,pie de alambre str no.12 awg thhn,pie|alambre|str|no.12|awg|thhn,,False,False,False
CANALETAS CUADRADAS C/ADH 1/2,canaletas cuadradas c/adh 1/2,canaletas|cuadradas|c/adh|1/2|1/2,,False,False,False
TOMA CORRIENTE DOBLE 20 AMP LEVITON,toma corriente doble 20 amp leviton,toma|corriente|doble|20|amp|leviton,,False,False,False
TAPE TENFLEX 1600 GRAN,tape tenflex 1600 gran,tape|tenflex|1600|gran,,False,False,False
PANEL 6-12 CIR  TL612 G.E,panel 6-12 cir tl612 g.e,panel|6-12|cir|tl612|g.e|TL612,,False,False,False
BREAKER SENCILLO G.E 30 AMP,breaker sencillo g.e 30 amp,breaker|sencillo|g.e|30|amp,,False,False,False
BREAKER SENCILLO G.E 20 AMP,breaker sencillo g.e 20 amp,breaker|sencillo|g.e|20|amp,,False,False,False
TUBOS SKTG4F-18 T8 18W 10% 100-265V 25000 H,tubos sktg4f-18 t8 18w 10% 100-265v 25000 h,tubos|sktg4f-18|t8|18|w|10%|100-265v|25000|SKTG4F-18|18W,,False,False,False
TOMACORRIENTE 220V 15A BTICINO NOBILE,tomacorriente 220v 15a bticino nobile,tomacorriente|220v|15a|bticino|nobile,,False,False,False
TOMACORRIENTE 110V BTICINO NOBILE,tomacorriente 110v bticino nobile,tomacorriente|110v|bticino|nobile,,False,False,False
ROSETA DE PORCELANA LEVITON,roseta de porcelana leviton,roseta|porcelana|leviton,,False,False,False
LAMPARA LED 2X4,lampara led 2x4,lampara|led|2x4,,False,False,False
INTERRUPTOR TRIPLE BTICINO NOBILE BCO,interruptor triple bticino nobile bco,interruptor|triple|bticino|nobile|bco,,False,False,False
TUBERIA LICUATY 3/4 PLASTICA,tuberia licuaty 3/4 plastica,tuberia|licuaty|3/4|plastica|3/4,,False,False,False
Credito a 60 dias,credito a 60 dias,credito|a|60|dias,,False,False,False
Entrega inmediata una vez sea enviada la orden de compras,entrega inmediata una vez sea enviada la orden de compras,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
CALICHE FINO,caliche fino,caliche|fino,,False,False,False
Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
"ACONDICIONADOR DE AIRE A/C INVERTE DE 18MIL  BTU, EFICIENCIA 19 G-AIR/COMFORT TIME",acondicionador de aire a/c inverte de 18mil btu eficiencia 19 g-air/comfort time,acondicionador|aire|a/c|inverte|18mil|btu|eficiencia|19,,False,False,False
"ACONDICIONADOR DE AIRE A/C INVERTE DE 24MIL  BTU, EFICIENCIA 19 G-AIR/COMFORT TIME",acondicionador de aire a/c inverte de 24mil btu eficiencia 19 g-air/comfort time,acondicionador|aire|a/c|inverte|24mil|btu|eficiencia|19,,False,False,False
"ACONDICIONADOR DE AIRE DUTIABLE A/C INVERTE DE 5 TON, EFICIENCIA 19 G-AIR/COMFORT TIME",acondicionador de aire dutiable a/c inverte de 5 ton eficiencia 19 g-air/comfort time,acondicionador|aire|dutiable|a/c|inverte|5|ton|eficiencia,,False,False,False
"NOTA: ESTA COTIZACION ESTA SUJETA A CAMBIOS, UNA VEZ SE PROCEDA CON LA VISITA A CAMPO PARA EVALUACION POR LOS TECNICOS",nota esta cotizacion esta sujeta a cambios una vez se proceda con la visita a campo para evaluacion por los tecnicos,nota|esta|cotizacion|esta|sujeta|a|cambios|una,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
"NOTA: ESTA COTIZACION ESTA SUJETA A CAMBIOS, UNA VEZ SE PROCEDA CON LA VISITA A CAMPO PARA EVALUACION POR LOS TECNICOS",nota esta cotizacion esta sujeta a cambios una vez se proceda con la visita a campo para evaluacion por los tecnicos,nota|esta|cotizacion|esta|sujeta|a|cambios|una,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
ALAMBRE GALV. PICADO 12.5LB C-16  GRUESO,alambre galv. picado 12.5lb c-16 grueso,alambre|galv.|picado|12.5|lb|c-16|grueso|12.5 lb,,False,False,False
Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
"VARILLA 3/4X40 (AT-37) 40 AT  0 UD  GDO 60 
METALDOM",varilla 3/4x40 at-37 40 at 0 ud gdo 60 metaldom,varilla|3/4x40|at-37|40|at|0|ud|gdo,,False,False,False
ALAMBRE GALV. PICADO 12.5LB/1 C-16  GRUESO,alambre galv. picado 12.5lb/1 c-16 grueso,alambre|galv.|picado|12.5|lb/1|c-16|grueso|12.5 lb,,False,False,False
Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
12R24.5- GRANDSTONE ZIGZAG GT168,12r24.5- grandstone zigzag gt168,12r24.5-|grandstone|zigzag|gt168|GT168,,False,False,False
12R22.5 GMX GM869 18PR COMBINADA,12r22.5 gmx gm869 18pr combinada,12r22.5|gmx|gm869|18pr|combinada|GM869,,False,False,False
195R15COSMO EL JEFE VAN ll 8 PR,195r15cosmo el jefe van ll 8 pr,195r15cosmo|jefe|van|ll|8|pr,,False,False,False
265/65R17 BFGOODRICH TRAIL-TERRA,265/65r17 bfgoodrich trail-terra,265/65r17|bfgoodrich|trail-terra,,False,False,False
Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
ALAMBRE ELECTRICO DE TIERRA THHN (AWG) 2.5mm.  CORDIFLEX,alambre electrico de tierra thhn awg 2.5mm. cordiflex,alambre|electrico|tierra|thhn|awg|2.5|mm.|cordiflex,,False,False,False
ALAMBRE ELECTRICO  THHN (AWG) NO.12 PHELPS DODGE  ROJO,alambre electrico thhn awg no.12 phelps dodge rojo,alambre|electrico|thhn|awg|no.12|phelps|dodge|rojo,,False,False,False
ALAMBRES ELECTRICOTHHN (AWG) NO.12 PHELPS DODGE NEGRO,alambres electricothhn awg no.12 phelps dodge negro,alambres|electricothhn|awg|no.12|phelps|dodge|negro,,False,False,False
ALAMBRE ELECTRICO THHN (AWG) NO.12 PHELPS DODGE BANCO,alambre electrico thhn awg no.12 phelps dodge banco,alambre|electrico|thhn|awg|no.12|phelps|dodge|banco,,False,False,False
ALAMBRE ELECTRICO THHN (AWG) NO.12 PHELPS DODGE VERDE,alambre electrico thhn awg no.12 phelps dodge verde,alambre|electrico|thhn|awg|no.12|phelps|dodge|verde,,False,False,False
ALAMBRE ELECTRICO THHN (AWG) NO.08 PHELPS DODGE ROJO,alambre electrico thhn awg no.08 phelps dodge rojo,alambre|electrico|thhn|awg|no.08|phelps|dodge|rojo,,False,False,False
ALAMBRES ELECTRICO THHN (AWG) NO.10 PHELPS DODGE NEGRO,alambres electrico thhn awg no.10 phelps dodge negro,alambres|electrico|thhn|awg|no.10|phelps|dodge|negro,,False,False,False
Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
"COMPRESOR DE AIRE 24 LTS, 120V PARA PINTAR",compresor de aire 24 lts 120v para pintar,compresor|aire|24|lts|120v|para|pintar,,False,False,False
PINCEL PUNTA REDONDA CERDA BLANCA DE 10 KEPP SMILING,pincel punta redonda cerda blanca de 10 kepp smiling,pincel|punta|redonda|cerda|blanca|10|kepp|smiling,,False,False,False
PINCEL PUNTA REDONDA CERDA BLANCA DE  8 KEPP SMILING,pincel punta redonda cerda blanca de 8 kepp smiling,pincel|punta|redonda|cerda|blanca|8|kepp|smiling,,False,False,False
PINCEL PUNTA REDONDA CERDA BLANCA DE 6 KEPP SMILING,pincel punta redonda cerda blanca de 6 kepp smiling,pincel|punta|redonda|cerda|blanca|6|kepp|smiling,,False,False,False
PINCEL PUNTA REDONDA CERDA BLANCA DE 4 KEPP SMILING,pincel punta redonda cerda blanca de 4 kepp smiling,pincel|punta|redonda|cerda|blanca|4|kepp|smiling,,False,False,False
PINCEL PUNTA REDONDA CERDA BLANCA DE 2 KEPP SMILING,pincel punta redonda cerda blanca de 2 kepp smiling,pincel|punta|redonda|cerda|blanca|2|kepp|smiling,,False,False,False
MOTA  RUGOSA 23cm PELO SINTETICO TRUPER,mota rugosa 23cm pelo sintetico truper,mota|rugosa|23|cm|pelo|sintetico|truper,Truper,False,False,False
PORTA ROLO 9 PROFESIONAL LANCO,porta rolo 9 profesional lanco,porta|rolo|9|profesional|lanco,,False,False,False
MASKING TAPE BYP VERDE 3/4'' x25 mts 3M,masking tape byp verde 3/4 x25 mts 3m,masking|tape|byp|verde|3/4|x25|mts|3m|3/4,,False,False,False
CINTA METRICA 100m/330x mm FIBRA TRUPER,cinta metrica 100m/330x mm fibra truper,cinta|metrica|100m/330x|mm|fibra|truper,Truper,False,False,False
EXTENCION ELECTRICA PWE-C9-75FT PROW NARANJA,extencion electrica pwe-c9-75ft prow naranja,extencion|electrica|pwe-c9-75ft|prow|naranja|75 pies,,False,False,False
CARPAS PLEGABLES PARASOL 3x3 TORDO PEGABLE IMPERMEABLE REFORZADO TIPO   ARAÑA,carpas plegables parasol 3x3 tordo pegable impermeable reforzado tipo arana,carpas|plegables|parasol|3x3|tordo|pegable|impermeable|reforzado,,False,False,False
SOMBRERO  PARA SOL CON CUBRE NUCA Y TAPA BOCA CON FILTRO UV,sombrero para sol con cubre nuca y tapa boca con filtro uv,sombrero|para|sol|cubre|nuca|tapa|boca|filtro,,False,False,False
CAJA DE HERRAMIENTAS MEDIANA PLASTICA KENDO,caja de herramientas mediana plastica kendo,caja|herramientas|mediana|plastica|kendo,,False,False,False
ANDAMIO DEL CARIBE 2x1 MTS CUERPO DE ANDAMIO COMPLETO,andamio del caribe 2x1 mts cuerpo de andamio completo,andamio|caribe|2x1|mts|cuerpo|andamio|completo,,False,False,False
72 Marcos,72 marcos,72|marcos,,False,False,False
144 Cruzeta cortas,144 cruzeta cortas,144|cruzeta|cortas,,False,False,False
72 cruzetas Largas,72 cruzetas largas,72|cruzetas|largas,,False,False,False
36 Tablas,36 tablas,36|tablas,,False,False,False
36 Juntos,36 juntos,36|juntos,,False,False,False
36 Tubos,36 tubos,36|tubos,,False,False,False
"NEVERA PARA HIELO GRIS, RUEDAS, ASA, 70QT IGLOO",nevera para hielo gris ruedas asa 70qt igloo,nevera|para|hielo|gris|ruedas|asa|70qt|igloo,,False,False,False
"TRANSFORMADORES, INVERSOR DE CORRIENTE 1000W COMPUESTO DE CARGA USB, 12V A 110V",transformadores inversor de corriente 1000w compuesto de carga usb 12v a 110v,transformadores|inversor|corriente|1000|w|compuesto|carga|usb|1000W,,False,False,False
Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
(AGREGADO GRUESO) GRAVA 3/4,agregado grueso grava 3/4,agregado|grueso|grava|3/4|3/4,,False,False,False
Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega|inmediata|una|vez|sea|enviada|orden|compras,,False,False,False
FIRMA AUTORIZADA,firma autorizada,firma|autorizada,,False,False,False
"MANTENIMIENTO PREVENTIVO: CAMBIO DE ACEITE, FILTROS DE GASOLINA, FILTRO DE AIRE.",mantenimiento preventivo cambio de aceite filtros de gasolina filtro de aire.,mantenimiento|preventivo|cambio|aceite|filtros|gasolina|filtro|aire.,,True,False,False
"MANTENIMIENTO PREVENTIVO: CAMBIO DE ACEITE, FILTROS DE GASOIL, FILTRO DEL AIRE",mantenimiento preventivo cambio de aceite filtros de gasoil filtro del aire,mantenimiento|preventivo|cambio|aceite|filtros|gasoil|filtro|aire,,True,False,False
"MANTENIMIENTO PREVENTIVO: CAMBIO DE ACEITE, FILTROS DE GASOIL, CAMBIO DE BANDAS DE FRENOS, FILTRO DE AIRE",mantenimiento preventivo cambio de aceite filtros de gasoil cambio de bandas de frenos filtro de aire,mantenimiento|preventivo|cambio|aceite|filtros|gasoil|cambio|bandas,,True,False,False
"MANTENIMIENTO PREVENTIVO: CAMBIO DE ACEITE, FILTROS DE GASOIL, CAMBIO DE BANDAS DE FRENOS, FILTRO DE AIRE.",mantenimiento preventivo cambio de aceite filtros de gasoil cambio de bandas de frenos filtro de aire.,mantenimiento|preventivo|cambio|aceite|filtros|gasoil|cambio|bandas,,True,False,False
"MANTENIMIENTO PREVENTIVO: CAMBIO DE ACEITE, FILTROS DE GASOIL, CAMBIO DE BANDAS DE FRENOS, FILTRO DE AIRE.",mantenimiento preventivo cambio de aceite filtros de gasoil cambio de bandas de frenos filtro de aire.,mantenimiento|preventivo|cambio|aceite|filtros|gasoil|cambio|bandas,,True,False,False
"MANTENIMIENTO PREVENTIVO: CAMBIO DE ACEITE, FILTROS DE GASOLINA, CAMBIO DE BANDAS DE FRENOS, FILTRO DE AIRE.",mantenimiento preventivo cambio de aceite filtros de gasolina cambio de bandas de frenos filtro de aire.,mantenimiento|preventivo|cambio|aceite|filtros|gasolina|cambio|bandas,,True,False,False
"CAMIONETA NISSAN FRONTIER NP300 AÑO 2019, FICHA 275, PLACA L406494 CHASIS 3N6CD33B2ZK401746",camioneta nissan frontier np300 ano 2019 ficha 275 placa l406494 chasis 3n6cd33b2zk401746,camioneta|nissan|frontier|np300|ano|2019|ficha|275|NP300,,False,False,False
"MANTENIMIENTO PREVENTIVO: CAMBIO DE ACEITE, FILTROS DE GASOLINA, FILTRO DE AIRE.",mantenimiento preventivo cambio de aceite filtros de gasolina filtro de aire.,mantenimiento|preventivo|cambio|aceite|filtros|gasolina|filtro|aire.,,True,False,False
"MANTENIMIENTO PREVENTIVO: CAMBIO DE ACEITE, FILTROS DE GASOIL, FILTRO DE AIRE.",mantenimiento preventivo cambio de aceite filtros de gasoil filtro de aire.,mantenimiento|preventivo|cambio|aceite|filtros|gasoil|filtro|aire.,,True,False,False
"MANTENIMIENTO CORRECTIVO: REPARACIÓN DE CATALINA, LLANTAS, CAMBIO DE ACEITE, MUFLER AJUSTE TIMON, Y REP. AROS.",mantenimiento correctivo reparacion de catalina llantas cambio de aceite mufler ajuste timon y rep. aros.,mantenimiento|correctivo|reparacion|catalina|llantas|cambio|aceite|mufler,,True,False,False
"MANTENIMIENTO CORRECTIVO: REPARACIÓN DE CATALINA, LLANTA, FRENO, CAMBIO DE ACEITE, AJUSTE DE TIMON Y REPARACION DE AROS.",mantenimiento correctivo reparacion de catalina llanta freno cambio de aceite ajuste de timon y reparacion de aros.,mantenimiento|correctivo|reparacion|catalina|llanta|freno|cambio|aceite,,True,False,False
"MANTENIMIENTO PREVENTIVO: CAMBIO DE ACEITE, FILTROS DE GASOIL, FILTRO DE AIRE.",mantenimiento preventivo cambio de aceite filtros de gasoil filtro de aire.,mantenimiento|preventivo|cambio|aceite|filtros|gasoil|filtro|aire.,,True,False,False
"MANTENIMIENTO CORRETIVO: REPARACIÓN DE TREN DELANTERO, CAMBIO DE BANDA, REPARACIÓN DE TRANSMISIÓN.",mantenimiento corretivo reparacion de tren delantero cambio de banda reparacion de transmision.,mantenimiento|corretivo|reparacion|tren|delantero|cambio|banda|reparacion,,True,False,False
"MANTENIMIENTO CORRECTIVO: REPARACION DE GOMA, CORREAS, COMPRESOR DE AIRE, BOLA ESFERICA Y TERMINAL. REPARACION DE RADIADORES DEL ALTERNADOR Y MOTOR DE ARRANQUE Y SISTEMA ELECTRICO GENERAL, REPARACION DE SISTEMA HIDRAULICO, RODAMIENTO, SISTEMA DE FRENOS.",mantenimiento correctivo reparacion de goma correas compresor de aire bola esferica y terminal. reparacion de radiadores del alternador y motor de arranque y sistema electrico general reparacion de sistema hidraulico rodamiento sistema de frenos.,mantenimiento|correctivo|reparacion|goma|correas|compresor|aire|bola,,True,False,False
"MANTENIMIENTO CORRECTICO: CORREAS, COMPRESOR DE AIRE, BOLA ESFERICA Y TERMINAL. REPARACION DE RADIADORES DEL ALTERNADOR Y MOTOR DE ARRANQUE Y SISTEMA ELECTRICO GENERAL, REPARACION DE SISTEMA HIDRAULICO, RODAMIENTO, SISTEMA DE FRENOS.",mantenimiento correctico correas compresor de aire bola esferica y terminal. reparacion de radiadores del alternador y motor de arranque y sistema electrico general reparacion de sistema hidraulico rodamiento sistema de frenos.,mantenimiento|correctico|correas|compresor|aire|bola|esferica|terminal.,,True,False,False
