RAW,NORMALIZED,IDENTITY,BRAND,IS_SERVICE,IS_FOOD,IS_MEAT
"PINO AMER BRUTO 1680 PIES 1.0x04x12 
AMERICAN",pino amer bruto 1680 pies 1.0x04x12 american,pino|amer|bruto|1680|pies|1.0x04x12|american|1680 pies,,False,False,False
MADERA 2X4X12,madera 2x4x12,madera|2x4x12,,False,False,False
PAB2612 PINO AMER BRUTO 336 PIES 2.0x06x12 AMERICAN,pab2612 pino amer bruto 336 pies 2.0x06x12 american,pab2612|pino|amer|bruto|336|pies|2.0x06x12|american|336 pies|PAB2612,,False,False,False
GRANZOTE GRUESO,granzote grueso,granzote|grueso,,False,False,False
ANDAMIOS 6X3 COMPLETOS,andamios 6x3 completos,andamios|6x3|completos,,False,False,False
CINTA PRECAUCION AMAR  3''X1000'  BTCC31000G GRIPITE,cinta precaucion amar 3 x1000 btcc31000g gripite,cinta|precaucion|amar|3|x1000|btcc31000g|gripite|X1000,,False,False,False
"MALLA SENALIZACION MAMEY 4'X100'  BFW4100E 
GRIPRITE",malla senalizacion mamey 4 x100 bfw4100e griprite,malla|senalizacion|mamey|4|x100|bfw4100e|griprite|X100,,False,False,False
CASCO SEGURIDAD BLANCO  201758 CLIMAX,casco seguridad blanco 201758 climax,casco|seguridad|blanco|201758|climax,,False,False,False
TUBO PARA MALLA 1 1/2 x 15  S/ROSCA GENERICO,tubo para malla 1 1/2 x 15 s/rosca generico,tubo|para|malla|1|1/2|x|15|s/rosca|1/2,Generico,False,False,False
TUBO PARA MALLA 1 1/4 x20  S/ROSCA GENERICO,tubo para malla 1 1/4 x20 s/rosca generico,tubo|para|malla|1|1/4|x20|s/rosca|generico|1/4,Generico,False,False,False
"MALLA ELECT/S D2.5X D2.5X20X20  ROLLO 40MT/ 2.74
QQ GENERICO",malla elect/s d2.5x d2.5x20x20 rollo 40mt/ 2.74 qq generico,malla|elect/s|d2.5x|d2.5x20x20|rollo|40|mt/|2.74,Generico,False,False,False
CEPILLO DE ALAMBRE TRUPER 4 X 16 CEA-54,cepillo de alambre truper 4 x 16 cea-54,cepillo|alambre|truper|4|x|16|cea-54,Truper,False,False,False
BANDEJA P/PINTAR PROFESIONAL 9  CPR9 BYP,bandeja p/pintar profesional 9 cpr9 byp,bandeja|p/pintar|profesional|9|cpr9|byp|CPR9,,False,False,False
ROTULOS DE CALLE,rotulos de calle,rotulos|calle,,False,False,False
BOYAS REDUCTORAS DE VELOCIDAD 2 OJOS,boyas reductoras de velocidad 2 ojos,boyas|reductoras|velocidad|2|ojos,,False,False,False
HILO NYLON BLANCO NO.18  NO.18 BALLENA,hilo nylon blanco no.18 no.18 ballena,hilo|nylon|blanco|no.18|no.18|ballena,,False,False,False
ESPATULA METAL 4''  PA-2292-19 LANCO,espatula metal 4 pa-2292-19 lanco,espatula|metal|4|pa-2292-19|lanco|PA-2292-19,,False,False,False
ENCHUFE LEVITON 120 VAMARILLO 515PV,enchufe leviton 120 vamarillo 515pv,enchufe|leviton|120|vamarillo|515pv,,False,False,False
TAPE NEGRO DE GOMA ELECTRICO  SCOTCH  3M,tape negro de goma electrico scotch 3m,tape|negro|goma|electrico|scotch|3m,,False,False,False
FOTO CELDA  FISHER,foto celda fisher,foto|celda|fisher,,False,False,False
BASE P/ FOTO CELDA VOLTECK,base p/ foto celda volteck,base|p/|foto|celda|volteck,,False,False,False
BASE P/ FOTO CELDA,base p/ foto celda,base|p/|foto|celda,,False,False,False
ALAMBRE GOMA 8/3,alambre goma 8/3,alambre|goma|8/3|8/3,,False,False,False
ALAMBRE GOMA 10/3,alambre goma 10/3,alambre|goma|10/3|10/3,,False,False,False
ALAMBRE ELECTRICO #12 STD NEGRO,alambre electrico 12 std negro,alambre|electrico|12|std|negro,,False,False,False
ALAMBRE GOMA 14/2,alambre goma 14/2,alambre|goma|14/2|14/2,,False,False,False
CAJA DE BREAKER GE 6 A 12,caja de breaker ge 6 a 12,caja|breaker|ge|6|a|12,,False,False,False
BREAKER GE 1P 30A GRUESO,breaker ge 1p 30a grueso,breaker|ge|1p|30a|grueso,,False,False,False
CAJA DE BREAKER 4/8,caja de breaker 4/8,caja|breaker|4/8|4/8,,False,False,False
CAJA DE BREAKER 8/16,caja de breaker 8/16,caja|breaker|8/16|8/16,,False,False,False
BREAKER GRUESO DE 30 AMP,breaker grueso de 30 amp,breaker|grueso|30|amp,,False,False,False
FOTOCELDA,fotocelda,fotocelda,,False,False,False
VARILLA DE 1/4'',varilla de 1/4,varilla|1/4|1/4,,False,False,False
VARILLA DE 3/8'',varilla de 3/8,varilla|3/8|3/8,,False,False,False
BLOCK DE 6'' BISONO,block de 6 bisono,block|6|bisono,,False,False,False
ALAMBRE CAL 18 GALVANIZADO ASTM A641,alambre cal 18 galvanizado astm a641,alambre|cal|18|galvanizado|astm|a641|A641,,False,False,False
DRIZA NYLON 1/4,driza nylon 1/4,driza|nylon|1/4|1/4,,False,False,False
ALAMBRE DE GOMA #10/3 AWG,alambre de goma 10/3 awg,alambre|goma|10/3|awg|10/3,,False,False,False
ALAMBRE DE GOMA #8/3 AWG,alambre de goma 8/3 awg,alambre|goma|8/3|awg|8/3,,False,False,False
TUBO LED 18w 48'' 6000k,tubo led 18w 48 6000k,tubo|led|18|w|48|6000k|18W,,False,False,False
ROSETA PORSELANA LEVITON,roseta porselana leviton,roseta|porselana|leviton,,False,False,False
CABLE #14 AWG THHN NEGRO,cable 14 awg thhn negro,cable|14|awg|thhn|negro,,False,False,False
BOMBILLO LED  20w SYLVANIA20w-6500k,bombillo led 20w sylvania20w-6500k,bombillo|led|20|w|sylvania20|w-6500k|SYLVANIA20|20W,,False,False,False
PINTURA POPULAR EXT-INT PRO BLANCO 50,pintura popular ext-int pro blanco 50,pintura|popular|ext-int|pro|blanco|50,,False,False,False
PINTURA POPULAR EXT-INT PRO  ARENA 23,pintura popular ext-int pro arena 23,pintura|popular|ext-int|pro|arena|23,,False,False,False
PINTURA TROPICAL CONTRACTOR NEGRO 53 POSITIVO,pintura tropical contractor negro 53 positivo,pintura|tropical|contractor|negro|53|positivo,Tropical,False,False,False
VARILLA DE 1/2'',varilla de 1/2,varilla|1/2|1/2,,False,False,False
BLOCK DE 8''  FRABRICA P.108,block de 8 frabrica p.108,block|8|frabrica|p.108,,False,False,False
ALAMBRE #8 AWG,alambre 8 awg,alambre|8|awg,,False,False,False
ALAMBRE #10 AWG,alambre 10 awg,alambre|10|awg,,False,False,False
ALAMBRE DE GOMA 12/3,alambre de goma 12/3,alambre|goma|12/3|12/3,,False,False,False
TAPE VINIL SCOTCH 3M SUPER33+,tape vinil scotch 3m super33,tape|vinil|scotch|3m|super33|SUPER33,,False,False,False
ALAMBRE 12/2 AWG PHELPS DODGE,alambre 12/2 awg phelps dodge,alambre|12/2|awg|phelps|dodge|12/2,,False,False,False
CANDADO DE BRONCE YALE ITALY 70MM,candado de bronce yale italy 70mm,candado|bronce|yale|italy|70|mm,,False,False,False
CAJA DE BREAKER  PLASTICO EUROPEO DE 12 CIRCUITO,caja de breaker plastico europeo de 12 circuito,caja|breaker|plastico|europeo|12|circuito,,False,False,False
CIRCUITO BREAKER DE 20 AMP,circuito breaker de 20 amp,circuito|breaker|20|amp,,False,False,False
BOMBILLOS DE COLOR ROJO MODALIDAD ESCUNFE ESTANADAR,bombillos de color rojo modalidad escunfe estanadar,bombillos|color|rojo|modalidad|escunfe|estanadar,,False,False,False
BOMBILLOS DE COLOR AZUL MODALIDAD ESCUNFE ESTANADAR,bombillos de color azul modalidad escunfe estanadar,bombillos|color|azul|modalidad|escunfe|estanadar,,False,False,False
BOMBILLOS DE COLOR BLANCO MODALIDAD ESCUNFE ESTANADAR,bombillos de color blanco modalidad escunfe estanadar,bombillos|color|blanco|modalidad|escunfe|estanadar,,False,False,False
CONTACTOR MAGNETICO DE 65 AMP,contactor magnetico de 65 amp,contactor|magnetico|65|amp,,False,False,False
PROA LA URENA- AYUNTAMIENTO SANTO DOMINGO ESTE,proa la urena- ayuntamiento santo domingo este,proa|urena-|ayuntamiento|santo|domingo|este,,False,False,False
CONSTRUCCIÓN PANDERETA DE SHEETROCK,construccion pandereta de sheetrock,construccion|pandereta|sheetrock,,False,False,False
Mocheta y canto (1 Hueco),mocheta y canto 1 hueco,mocheta|canto|1|hueco,,False,False,False
Plancha Sheetrock,plancha sheetrock,plancha|sheetrock,,False,False,False
Paral de metal 2 1/2,paral de metal 2 1/2,paral|metal|2|1/2|1/2,,False,False,False
Madera bruta pino americano 1x2'' de 2.10 mt,madera bruta pino americano 1x2 de 2.10 mt,madera|bruta|pino|americano|1x2|2.10|mt,Cano,False,False,False
Esquinero,esquinero,esquinero,,False,False,False
Tornillo de 2'',tornillo de 2,tornillo|2,,False,False,False
Cinta de Papel,cinta de papel,cinta|papel,,False,False,False
Material,material,material,,False,False,False
Lija de agua,lija de agua,lija|agua,,False,False,False
Ayudante (AY),ayudante ay,ayudante|ay,,False,False,False
Trabajador de 2da Categoría (T2),trabajador de 2da categoria t2,trabajador|2da|categoria|t2,,False,False,False
Factor herramienta y seguridad de mano de obra,factor herramienta y seguridad de mano de obra,factor|herramienta|seguridad|mano|obra,,True,False,False
Total 22,total 22,total|22,,False,False,False
ALAMBRE VINIL 10/2,alambre vinil 10/2,alambre|vinil|10/2|10/2,,False,False,False
ALAMBRE DE GOMA 14/2,alambre de goma 14/2,alambre|goma|14/2|14/2,,False,False,False
ANGULAR DE 1/2X1/4,angular de 1/2x1/4,angular|1/2x1/4,,False,False,False
ARMARIO DE OFICINA,armario de oficina,armario|oficina,,False,False,False
BOMBILLA 65 W,bombilla 65 w,bombilla|65|w|65W,,False,False,False
BOMBILLAS MH 1500W,bombillas mh 1500w,bombillas|mh|1500|w|1500W,,False,False,False
BOMBILLAS MH 1000W,bombillas mh 1000w,bombillas|mh|1000|w|1000W,,False,False,False
BOMBILLAS MH 250W,bombillas mh 250w,bombillas|mh|250|w|250W,,False,False,False
BRAZOS DE 6 HG PARA LAMPARA,brazos de 6 hg para lampara,brazos|6|hg|para|lampara,,False,False,False
BOLSAS DE BASURA,bolsas de basura,bolsas|basura,,False,False,False
CEDAZO DE CONSTRUCCION,cedazo de construccion,cedazo|construccion,,False,False,False
GUANTES PARA ELECTRICOS,guantes para electricos,guantes|para|electricos,,False,False,False
GUANTES DE NITRILO MANGA CORTA,guantes de nitrilo manga corta,guantes|nitrilo|manga|corta,,False,False,False
LAMPRA LED TIPO COBRA 200 W,lampra led tipo cobra 200 w,lampra|led|tipo|cobra|200|w|200W,,False,False,False
REFLECTOR DE 500 W LED,reflector de 500 w led,reflector|500|w|led|500W,,False,False,False
MECHAS DE 1/2,mechas de 1/2,mechas|1/2|1/2,,False,False,False
MECHAS DE 1/4,mechas de 1/4,mechas|1/4|1/4,,False,False,False
MECHAS DE 3/16,mechas de 3/16,mechas|3/16|3/16,,False,False,False
MECHAS DE 3/8,mechas de 3/8,mechas|3/8|3/8,,False,False,False
PALA DE PICO,pala de pico,pala|pico,,False,False,False
PINZA DE CORTE,pinza de corte,pinza|corte,,False,False,False
PINZA DE AGARRE,pinza de agarre,pinza|agarre,,False,False,False
RC2 (DISLUIDO ASFALTICO ),rc2 disluido asfaltico,rc2|disluido|asfaltico,,False,False,False
TALADRO 1 HP,taladro 1 hp,taladro|1|hp,HP,False,False,False
TALADRO DE 500 W,taladro de 500 w,taladro|500|w|500W,,False,False,False
TORNILLO DE 5/8,tornillo de 5/8,tornillo|5/8|5/8,,False,False,False
TUERCA DE 5/8,tuerca de 5/8,tuerca|5/8|5/8,,False,False,False
ARANDELA 5/8,arandela 5/8,arandela|5/8|5/8,,False,False,False
VALLA DE SENALIZACION EN METAL (HOMBRES TRABAJANDO),valla de senalizacion en metal hombres trabajando,valla|senalizacion|metal|hombres|trabajando,,False,False,False
MADERA 2X4X12,madera 2x4x12,madera|2x4x12,,False,False,False
GRANZOTE (RELLENO),granzote relleno,granzote|relleno,,False,False,False
ANDAMIOS 6X3 COMPLETOS,andamios 6x3 completos,andamios|6x3|completos,,False,False,False
ROTULOS DE CALLE,rotulos de calle,rotulos|calle,,False,False,False
REDUCTORES DE VELOCIDAD (BOYAS),reductores de velocidad boyas,reductores|velocidad|boyas,,False,False,False
ARENA LAVADA,arena lavada,arena|lavada,,False,False,False
ARENA DE EMPAÑETE,arena de empanete,arena|empanete,,False,False,False
GRAVA 3/4,grava 3/4,grava|3/4|3/4,,False,False,False
ARENA ITABO,arena itabo,arena|itabo,,False,False,False
ALAMBRE DE GOMA #12/2 AWG,alambre de goma 12/2 awg,alambre|goma|12/2|awg|12/2,,False,False,False
ALAMBRE DE GOMA #10/2 AWG,alambre de goma 10/2 awg,alambre|goma|10/2|awg|10/2,,False,False,False
SPRAY DORADO,spray dorado,spray|dorado,,False,False,False
SPRAY DECORATIVO NARANJA,spray decorativo naranja,spray|decorativo|naranja,,False,False,False
SPRAY DECORATIVO AZUL,spray decorativo azul,spray|decorativo|azul,,False,False,False
SPRAY DECORATIVO MARRON,spray decorativo marron,spray|decorativo|marron,,False,False,False
SPRAY DECORATIVO BLANCO,spray decorativo blanco,spray|decorativo|blanco,,False,False,False
SPRAY DECORATIVO NEGRO,spray decorativo negro,spray|decorativo|negro,,False,False,False
SPRAY DECORATIVO CREMA,spray decorativo crema,spray|decorativo|crema,,False,False,False
DRISA PARA BANDERA TIPO BANDERA DE ESCUELA,drisa para bandera tipo bandera de escuela,drisa|para|bandera|tipo|bandera|escuela,,False,False,False
CONTACTORES DE 30 AMP,contactores de 30 amp,contactores|30|amp,,False,False,False
CONTACTORES DE 32 AMP,contactores de 32 amp,contactores|32|amp,,False,False,False
ALAMBRE DUPLO #12 AWG,alambre duplo 12 awg,alambre|duplo|12|awg,,False,False,False
TAPE NEGRO ELECTRICO  SCOTCH  SUPER 33 +,tape negro electrico scotch super 33,tape|negro|electrico|scotch|super|33,,False,False,False
FOTO CELDA,foto celda,foto|celda,,False,False,False
BASE P/ FOTO CELDA,base p/ foto celda,base|p/|foto|celda,,False,False,False
GRAPA DE ALAMBRE,grapa de alambre,grapa|alambre,,False,False,False
TAPA WATERPROOF DOBLE 110 V LEVITON,tapa waterproof doble 110 v leviton,tapa|waterproof|doble|110|v|leviton,,False,False,False
PIE DE ALAMBRE STR No.10 AWG THHN,pie de alambre str no.10 awg thhn,pie|alambre|str|no.10|awg|thhn,,False,False,False
PIE DE ALAMBRE STR No.12 AWG THHN,pie de alambre str no.12 awg thhn,pie|alambre|str|no.12|awg|thhn,,False,False,False
CANALETAS CUADRADAS C/ADH 1/2,canaletas cuadradas c/adh 1/2,canaletas|cuadradas|c/adh|1/2|1/2,,False,False,False
TOMA CORRIENTE DOBLE 20 AMP LEVITON,toma corriente doble 20 amp leviton,toma|corriente|doble|20|amp|leviton,,False,False,False
TAPE TENFLEX 1600 GRAN,tape tenflex 1600 gran,tape|tenflex|1600|gran,,False,False,False
PANEL 6-12 CIR  TL612 G.E,panel 6-12 cir tl612 g.e,panel|6-12|cir|tl612|g.e|TL612,,False,False,False
BREAKER SENCILLO G.E 30 AMP,breaker sencillo g.e 30 amp,breaker|sencillo|g.e|30|amp,,False,False,False
BREAKER SENCILLO G.E 20 AMP,breaker sencillo g.e 20 amp,breaker|sencillo|g.e|20|amp,,False,False,False
CLAVO DE 4 PULGADAS ACERO CAJA DE 50 LIBRA,clavo de 4 pulgadas acero caja de 50 libra,"clavo|4|pulgadas|acero|caja|50|libra|4""",LG,False,False,False
CLAVO DE 4 PULGADAS DULCE CAJA DE 50 LIBRA,clavo de 4 pulgadas dulce caja de 50 libra,"clavo|4|pulgadas|dulce|caja|50|libra|4""",LG,False,False,False
CLAVO DE 3 PULGADAS ACERO KOREANO CAJA DE 50 LIBRA,clavo de 3 pulgadas acero koreano caja de 50 libra,"clavo|3|pulgadas|acero|koreano|caja|50|libra|3""",LG,False,False,False
CLAVO DE 3 PULGADA DULCE CAJA DE 50 LIBRA,clavo de 3 pulgada dulce caja de 50 libra,"clavo|3|pulgada|dulce|caja|50|libra|3""",LG,False,False,False
CLAVO DE  2 1/2PULGADA DE ACERO KOREANO CAJA DE 50 LIBRA,clavo de 2 1/2pulgada de acero koreano caja de 50 libra,"clavo|2|1/2pulgada|acero|koreano|caja|50|libra|2""",LG,False,False,False
CLAVO DE ZINC CAJA DE 50 LIBRA,clavo de zinc caja de 50 libra,clavo|zinc|caja|50|libra,,False,False,False
TRANSFORMADOR LED DRIVER MODELO SS M 13648 600 IMPUT AC85 265V 50/60,transformador led driver modelo ss m 13648 600 imput ac85 265v 50/60,transformador|led|driver|modelo|ss|m|13648|600|50/60|AC85,,False,False,False
TUBOS SKTG4F-18 T8 18W 10% 100-265V 25000 H,tubos sktg4f-18 t8 18w 10% 100-265v 25000 h,tubos|sktg4f-18|t8|18|w|10%|100-265v|25000|SKTG4F-18|18W,,False,False,False
UND.,und.,und.,,False,False,False
CEMENTO GRIS SANTO DOMINGO  94 LB,cemento gris santo domingo 94 lb,cemento|gris|santo|domingo|94|lb|94 lb,,False,False,False
VARILLA DE 3/4,varilla de 3/4,varilla|3/4|3/4,,False,False,False
ARENA LAVADA,arena lavada,arena|lavada,,False,False,False
GRAVA 3/4,grava 3/4,grava|3/4|3/4,,False,False,False
ARENA ITABO,arena itabo,arena|itabo,,False,False,False
PINTURA SHERWIN WILLIAMS DE 1/4 (SW 7558),pintura sherwin williams de 1/4 sw 7558,pintura|sherwin|williams|1/4|sw|7558|1/4,,False,False,False
TROPICAL ACRILICA US SATINADA BLANCO 00,tropical acrilica us satinada blanco 00,tropical|acrilica|us|satinada|blanco|00,Tropical,False,False,False
PINTURA TROPICAL CONTRACTOR NEGRO 53 POSITIVO,pintura tropical contractor negro 53 positivo,pintura|tropical|contractor|negro|53|positivo,Tropical,False,False,False
MOTAS ANTIGOTAS 9'' EM,motas antigotas 9 em,motas|antigotas|9|em,,False,False,False
BROCHAS DE 1'' EMTOP,brochas de 1 emtop,brochas|1|emtop,,False,False,False
BROCHAS DE 2'' EMTOP,brochas de 2 emtop,brochas|2|emtop,,False,False,False
BROCHAS DE 3'' EMTOP,brochas de 3 emtop,brochas|3|emtop,,False,False,False
BROCHAS DE 4'''EMTOP,brochas de 4 emtop,brochas|4|emtop,,False,False,False
PORTA ROLO PINTAR SML,porta rolo pintar sml,porta|rolo|pintar|sml,,False,False,False
CHINA CUPS GRANDES 32 OZ,china cups grandes 32 oz,china|cups|grandes|32|oz,,False,False,False
EXTENSION P/ PINTAR  REMIER 6''-12'',extension p/ pintar remier 6 -12,extension|p/|pintar|remier|6|-12,,False,False,False
"PINCELES WINDSOR & NEWTON, ROYAL Y LANGNIKEL Y  PRICENTON (16 UND)",pinceles windsor newton royal y langnikel y pricenton 16 und,pinceles|windsor|newton|royal|langnikel|pricenton|16|und,,False,False,False
ALAMBRE #8 AWG,alambre 8 awg,alambre|8|awg,,False,False,False
TORNILLO  HEXAGONAL 5/16X2,tornillo hexagonal 5/16x2,tornillo|hexagonal|5/16x2,,False,False,False
LAMPRA LED 150 W TIPO COBRA,lampra led 150 w tipo cobra,lampra|led|150|w|tipo|cobra|150W,,False,False,False
CONECTOR KIT,conector kit,conector|kit,,False,False,False
TARUGO PLOMO 1/2X5/16X11/4,tarugo plomo 1/2x5/16x11/4,tarugo|plomo|1/2x5/16x11/4,,False,False,False
TAPE NEGRO DE GOMA ELECTRICO  SCOTCH  3M,tape negro de goma electrico scotch 3m,tape|negro|goma|electrico|scotch|3m,,False,False,False
TALADROS PROFESIONALES DEWALT,taladros profesionales dewalt,taladros|profesionales|dewalt,Dewalt,False,False,False
ARENA LAVADA,arena lavada,arena|lavada,,False,False,False
ARENA DE EMPAÑETE,arena de empanete,arena|empanete,,False,False,False
GRAVA 3/4,grava 3/4,grava|3/4|3/4,,False,False,False
ARENA ITABO,arena itabo,arena|itabo,,False,False,False
CEMENTO GRIS (AGLOMERANTE PORTLAND) SANTO DOMINGO/TITAN-CEMEX FDA 94LB,cemento gris aglomerante portland santo domingo/titan-cemex fda 94lb,cemento|gris|aglomerante|portland|santo|domingo/titan-cemex|fda|94|94 lb,,False,False,False
MALLA 6X50-C9,malla 6x50-c9,malla|6x50-c9,,False,False,False
TUBO DE 2X20  P/MALLA,tubo de 2x20 p/malla,tubo|2x20|p/malla,,False,False,False
CEMENTO GRIS (AGLOMERANTE PORTLAND) SANTO DOMINGO/TITAN-CEMEX FDA 94LB,cemento gris aglomerante portland santo domingo/titan-cemex fda 94lb,cemento|gris|aglomerante|portland|santo|domingo/titan-cemex|fda|94|94 lb,,False,False,False
MATERIALES,materiales,materiales,,False,False,False
C AJAS DE PLAFONES,c ajas de plafones,c|ajas|plafones,,False,False,False
BRAZOS DE PUERTAS,brazos de puertas,brazos|puertas,,False,False,False
LLAVES DE LAVAMANOS,llaves de lavamanos,llaves|lavamanos,,False,False,False
JUNTAS DE CERA,juntas de cera,juntas|cera,,False,False,False
CHUPONES DE ORINALES DE  1/2,chupones de orinales de 1/2,chupones|orinales|1/2|1/2,,False,False,False
CHUPONES DE ORINALES DE  3/4,chupones de orinales de 3/4,chupones|orinales|3/4|3/4,,False,False,False
LLAVES  PARA ORINARIO,llaves para orinario,llaves|para|orinario,,False,False,False
JUNTAS PARA ORINAL,juntas para orinal,juntas|para|orinal,,False,False,False
EXTENCIONES DE LAVAMANO 1-1 1/4,extenciones de lavamano 1-1 1/4,extenciones|lavamano|1-1|1/4|1/4,,False,False,False
LLAVES FUXOMERTO,llaves fuxomerto,llaves|fuxomerto,,False,False,False
PINTURAS,pinturas,pinturas,,False,False,False
PINTURA DE ACEITE GRIS,pintura de aceite gris,pintura|aceite|gris,,False,False,False
PINTURA BLANCO COLONIAL,pintura blanco colonial,pintura|blanco|colonial,,False,False,False
SPRAY NEGRO,spray negro,spray|negro,,False,False,False
ELECTRICIDAD,electricidad,electricidad,,False,False,False
CAJAS DE TUBO DE 32,cajas de tubo de 32,cajas|tubo|32,,False,False,False
CAJAS DE TUBO DE 40,cajas de tubo de 40,cajas|tubo|40,,False,False,False
TAPE NEGRO 3 M,tape negro 3 m,tape|negro|3|m,,False,False,False
EBANISTERIA,ebanisteria,ebanisteria,,False,False,False
SILICON BLANCO,silicon blanco,silicon|blanco,,False,False,False
GALONES DE CERA,galones de cera,galones|cera,,False,False,False
BRILLO,brillo,brillo,,False,False,False
PLANCHA MDF 4X8 X 12 MM,plancha mdf 4x8 x 12 mm,plancha|mdf|4x8|x|12|mm,,False,False,False
BISAGRA INVISIBLE RECTA LARGA,bisagra invisible recta larga,bisagra|invisible|recta|larga,,False,False,False
CERRADURA PARA GAVETAS TIRI LARGO,cerradura para gavetas tiri largo,cerradura|para|gavetas|tiri|largo,,False,False,False
CORREDERAS FULL No. 18,correderas full no. 18,correderas|full|no.|18,,False,False,False
LACA,laca,laca,,False,False,False
TNINNER LACA,tninner laca,tninner|laca,,False,False,False
LIJAS DE AGUA No. 240,lijas de agua no. 240,lijas|agua|no.|240,,False,False,False
LIJAS DE AGUA No. 120,lijas de agua no. 120,lijas|agua|no.|120,,False,False,False
