FILE,SHEET,VISIBLE,ROWS,COLUMNS,DOCUMENT_TYPE,HAS_PRODUCT_LINES,HEADER_ROW,STATUS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,CEAASNA-0029,VISIBLE,53,11,QUOTATION,True,18,PROCESS
COTIZACIONES_b089.xlsx,Cotizacion1,VISIBLE,28,7,QUOTATION,True,13,PROCESS
COTIZACIONES_b089.xlsx,Factura1,VISIBLE,27,7,INVOICE,True,14,PROCESS
COTIZACIONES_b089.xlsx,Analisis de Costo1,VISIBLE,13,9,COST_ANALYSIS,True,7,PROCESS
COTIZACIONES_b089.xlsx,Cotizacion2,VISIBLE,31,7,QUOTATION,True,13,PROCESS
COTIZACIONES_b089.xlsx,Factura 4,VISIBLE,29,7,INVOICE,True,14,PROCESS
COTIZACIONES_b089.xlsx,Analisis de Costo2,VISIBLE,13,9,COST_ANALYSIS,True,7,PROCESS
COTIZACIONES_b089.xlsx,Cotizacion3,VISIBLE,52,7,QUOTATION,True,13,PROCESS
COTIZACIONES_b089.xlsx,Factura 2,VISIBLE,50,7,INVOICE,True,14,PROCESS
COTIZACIONES_b089.xlsx,Cotizacion4 ,VISIBLE,29,7,QUOTATION,True,13,PROCESS
COTIZACIONES_b089.xlsx,Cotizacion 5,VISIBLE,31,7,QUOTATION,True,13,PROCESS
COTIZACIONES_b089.xlsx,Factura 3,VISIBLE,30,7,INVOICE,True,14,PROCESS
COTIZACIONES_b089.xlsx,EJEMPLO COT JORGE,VISIBLE,21,7,QUOTATION,True,9,PROCESS
COTIZACIONES_b089.xlsx,Factura 3 (2),VISIBLE,30,7,INVOICE,True,14,PROCESS
COTIZACIONES_b089.xlsx,COTIZACION nuevo formato,VISIBLE,23,6,QUOTATION,True,13,PROCESS
COTIZACION_-2026_MAYO_4932.xlsx,LIMPIADORES (2),VISIBLE,24,7,QUOTATION,True,14,PROCESS
COTIZACION_-2026_MAYO_4932.xlsx,LIMPIADORES (3),VISIBLE,24,7,QUOTATION,True,14,PROCESS
COTIZACION_MATERIALES_FERRETERO1_7286.xlsx,COTIZACION (21),VISIBLE,104,5,QUOTATION,True,2,PROCESS
COT_95d1.xlsx,COT ASDE (37),VISIBLE,38,10,QUOTATION,True,14,PROCESS
COT_95d1.xlsx,COT PROPEEP,VISIBLE,35,10,QUOTATION,True,14,PROCESS
COT_95d1.xlsx,COT ELECTRODOMESTICOS,VISIBLE,27,9,QUOTATION,True,15,PROCESS
COT_95d1.xlsx,LOTE 4 Y 5,VISIBLE,27,12,QUOTATION,True,15,PROCESS
COT_95d1.xlsx,LOTE 6,VISIBLE,27,10,QUOTATION,True,15,PROCESS
COT_95d1.xlsx,muestra,VISIBLE,36,13,QUOTATION,True,16,PROCESS
COT_95d1.xlsx,PROPEEP PINTURA,VISIBLE,35,9,QUOTATION,True,16,PROCESS
COT_95d1.xlsx,LOTE 4 Y 5 (2),VISIBLE,27,11,QUOTATION,True,15,PROCESS
COT_95d1.xlsx,LOTE 6 (2),VISIBLE,27,10,QUOTATION,True,15,PROCESS
COT_95d1.xlsx,LOTE 1 ELECTRODOMESTICOS,VISIBLE,31,10,QUOTATION,True,15,PROCESS
COT_95d1.xlsx,LOTE 2 ELECTRODOMESTICOS ,VISIBLE,26,10,QUOTATION,True,15,PROCESS
COT_95d1.xlsx,LOTE UNICO-NEUMATICOS,VISIBLE,23,10,QUOTATION,True,15,PROCESS
COT_95d1.xlsx,LOTE 6 (3),VISIBLE,23,10,QUOTATION,True,15,PROCESS
FORMATO_DE_COTIZACION_2_21f4.xlsx,Cotizacion 5 (61),VISIBLE,31,8,QUOTATION,True,14,PROCESS
FORMATO_DE_COTIZACION_2_21f4.xlsx,Cotizacion 5 (62),VISIBLE,30,8,QUOTATION,True,14,PROCESS
FORMATO_DE_COTIZACION_2_21f4.xlsx,Cotizacion 5 (63),VISIBLE,31,8,QUOTATION,True,14,PROCESS
FORMATO_DE_COTIZACION_2_21f4.xlsx,Cotizacion Lote 4,VISIBLE,23,9,QUOTATION,True,13,PROCESS
FORMATO_DE_COTIZACION_2_21f4.xlsx,Cotizacion Lote 6 ,VISIBLE,23,8,QUOTATION,True,13,PROCESS
FORMATO_DE_COTIZACION_2_21f4.xlsx,Cotizacion PINTURA,VISIBLE,29,10,QUOTATION,True,13,PROCESS
FORMATO_DE_COTIZACION_2_21f4.xlsx,Hoja2,VISIBLE,14,6,UNKNOWN,False,,PROCESS
FORMATO_DE_COTIZACION_2_21f4.xlsx,Cotizacion Lote 6  (2),VISIBLE,23,8,QUOTATION,True,13,PROCESS
FORMATO_DE_COTIZACION_2_21f4.xlsx,Cotizacion Lote 6  (3),VISIBLE,23,8,QUOTATION,True,13,PROCESS
FORMATO_DE_COTIZACION_2_21f4.xlsx,LOTE 1 ELECTRODOMESTICOS,VISIBLE,27,8,QUOTATION,True,13,PROCESS
FORMATO_DE_COTIZACION_2_21f4.xlsx,LOTE 2 ELECTRODOMESTICOS,VISIBLE,22,8,QUOTATION,True,13,PROCESS
FORMATO_DE_COTIZACION_2_21f4.xlsx,MOBILIARIOS MT,VISIBLE,30,8,QUOTATION,True,13,PROCESS
FORMATO_DE_COTIZACION_2_21f4.xlsx,MOBILIARIOS MT (2),VISIBLE,17,8,QUOTATION,True,13,PROCESS
FORMATO_DE_COTIZACION_2_21f4.xlsx,MOBILIARIOS MT (3),VISIBLE,16,8,QUOTATION,True,13,PROCESS
cotizacion_del_marcelino_9bd9.xlsx,COMPLEMENTARIA 3 (27),VISIBLE,62,9,QUOTATION,True,18,PROCESS
COTIZACIONES__DOMINION_BUSINESS_2_e7f1.xlsx,*,VISIBLE,0,0,EXACT_DUPLICATE,False,,SKIP_DUPLICATE_FILE
COTIZACIONES__REMPART_GROUP_8ad7.xlsx,*,VISIBLE,0,0,EXACT_DUPLICATE,False,,SKIP_DUPLICATE_FILE
COTIZACIONES___2023-2024_PIN_ARIAS_9be5.xlsx,*,VISIBLE,0,0,EXACT_DUPLICATE,False,,SKIP_DUPLICATE_FILE
FORMATO_DE_COTIZACION_3b5f.xlsx,*,VISIBLE,0,0,EXACT_DUPLICATE,False,,SKIP_DUPLICATE_FILE
