PRODUCT_ID,TEMPLATE_ID,NAME,CURRENT_TYPE,PROPOSED_TYPE,CURRENT_SALE_OK,PROPOSED_SALE_OK,CURRENT_PURCHASE_OK,PROPOSED_PURCHASE_OK,CATEGORY,COMPANY,ACTIVE,EVIDENCE,CONFIDENCE,ACTION,REASON,MISMATCH,SALE_LINE_REFERENCES,PURCHASE_LINE_REFERENCES,INVOICE_LINE_REFERENCES,STOCK_MOVE_REFERENCES,STOCK_QUANT_REFERENCES,VALUATION_LAYER_REFERENCES,IS_STORABLE,STANDARD_PRICE,LIST_PRICE
18,18,MESA DE MANICURA PROFESIONAL,consu,consu,True,True,False,True,,,True,invoice_lines=1; normalized=mesa de manicura profesional,HIGH_CONFIDENCE,FIX_PURCHASE_OK,Already Goods and name is not a service,,0,0,1,0,0,0,False,0.0,5200.0
71,71,MEZCLADORA P/LAV MONOMANDO 1H T-4119 AQUAVITA,consu,consu,True,True,False,True,,,True,invoice_lines=1; normalized=mezcladora p/lav monomando 1h t-4119 aquavita,HIGH_CONFIDENCE,FIX_PURCHASE_OK,Already Goods and name is not a service,,0,0,1,0,0,0,False,0.0,3090.0
58,58,MICROONDA 21 L TECNOMASTER 700-900 VATIOS,consu,consu,True,True,False,True,,,True,invoice_lines=1; normalized=microonda 21 l tecnomaster 700-900 vatios,DETERMINISTIC,FIX_PURCHASE_OK,"Physical material, merchandise, food or tool",,0,0,1,0,0,0,False,0.0,7266.1
128,128,"MOTA LANCO 9""X1 1/4""",consu,consu,True,True,False,True,,,True,"invoice_lines=1; normalized=mota lanco 9""x1 1/4""",HIGH_CONFIDENCE,FIX_PURCHASE_OK,Already Goods and name is not a service,,0,0,1,0,0,0,False,0.0,422.0
85,85,"MOTA MICROFIBRA 9"" X 3/8"" FAN89 BYP",consu,consu,True,True,False,True,,,True,"invoice_lines=1; normalized=mota microfibra 9"" x 3/8"" fan89 byp",HIGH_CONFIDENCE,FIX_PURCHASE_OK,Already Goods and name is not a service,,0,0,1,0,0,0,False,0.0,105.98
152,152,NEVERA MIDEA 10 PIES,consu,consu,True,True,False,True,,,True,invoice_lines=1; normalized=nevera midea 10 pies,DETERMINISTIC,FIX_PURCHASE_OK,"Physical material, merchandise, food or tool",,0,0,1,0,0,0,False,0.0,18936.44
55,55,NEVERA TECNOMASTER 10 PC,consu,consu,True,True,False,True,,,True,invoice_lines=1; normalized=nevera tecnomaster 10 pc,DETERMINISTIC,FIX_PURCHASE_OK,"Physical material, merchandise, food or tool",,0,0,1,0,0,0,False,0.0,23540.0
81,81,"NIPLE COBRE NIQ 1/2"" X 3"" 25866 EASTMAN",consu,consu,True,True,False,True,,,True,"invoice_lines=1; normalized=niple cobre niq 1/2"" x 3"" 25866 eastman",HIGH_CONFIDENCE,FIX_PURCHASE_OK,Already Goods and name is not a service,,0,0,1,0,0,0,False,0.0,398.82
69,69,ORINAL ARRECIFE ENT SUP BLANCO,consu,consu,True,True,False,True,,,True,invoice_lines=1; normalized=orinal arrecife ent sup blanco,DETERMINISTIC,FIX_PURCHASE_OK,"Physical material, merchandise, food or tool",,0,0,1,0,0,0,False,0.0,8960.0
53,53,PERFIL 1 1/2 H.GALV.1.6,consu,consu,True,True,False,True,,,True,invoice_lines=1; normalized=perfil 1 1/2 h.galv.1.6,HIGH_CONFIDENCE,FIX_PURCHASE_OK,Already Goods and name is not a service,,0,0,1,0,0,0,False,0.0,1680.0
50,50,PERFIL 2X3 GALV.,consu,consu,True,True,False,True,,,True,invoice_lines=1; normalized=perfil 2x3 galv.,HIGH_CONFIDENCE,FIX_PURCHASE_OK,Already Goods and name is not a service,,0,0,1,0,0,0,False,0.0,2630.02
44,44,PINTURA ACRILICA AMARILLO POSITIVO POPULAR PRO/TROPICAL,consu,consu,True,True,False,True,,,True,invoice_lines=1; normalized=pintura acrilica amarillo positivo popular pro/tropical,DETERMINISTIC,FIX_PURCHASE_OK,"Physical material, merchandise, food or tool",,0,0,1,0,0,0,False,0.0,2386.5
